Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,WT_1,WT_2,WT_3,MUT_1,MUT_2,MUT_3
2244,Tb927.11.6790:mRNA-p1,1.149403,6.102004581285658,0.15586467831332615,Nucleolar protein 89,1760497.625,2006894.625,1796907.5,1584035.5,1501372.5,1468277.375
2245,Tb927.11.6810:mRNA-p1,5.950983,5.721785145144161,0.514988785421427,"tubulin-tyrsoine ligase-like protein, putative",861671.5,846953.5,837018.25,583591.0,528926.8125,557580.0625
2246,Tb927.11.6820:mRNA-p1,0.603788,6.00529476093891,0.08233697567262503,"hypothetical protein, conserved",1366537.125,1622550.125,1331321.5,1465470.125,1239989.25,1072249.75
2247,Tb927.11.6830:mRNA-p1,11.460799,6.001583624188837,0.7744581228127693,"Domain of unknown function(DUF2779), putative",2265664.25,1045393.0,2122319.5,1113139.25,780492.0625,702204.4375
2248,Tb927.11.6840:mRNA-p1,-0.617371,4.94742563060744,0.08385148100699305,"hypothetical protein, conserved",24017.271484375,136894.375,172419.6875,127166.8984375,126412.9609375,121865.5234375
2249,Tb927.11.6850:mRNA-p1,-6.155487,5.205492867786179,0.5271850637818974,"Optic atrophy 3 protein (OPA3), putative",147483.75,185226.125,167020.625,228131.140625,324319.5,231860.984375
2250,Tb927.11.6870:mRNA-p1,-0.373282,5.567703968112517,0.04924581840649645,14-3-3 protein 2,460029.65625,531227.125,527811.1875,452938.65625,440946.78125,543644.6875
2251,Tb927.11.6910:mRNA-p1,0.387648,5.413545292506595,0.04978610379569552,"hypothetical protein, conserved",252658.984375,392210.46875,412840.59375,35255.3671875,483534.96875,496660.34375
2252,Tb927.11.6920:mRNA-p1,-0.32848,5.459254417600922,0.04194285030037781,"hypothetical protein, conserved",377785.90625,401051.21875,413228.125,374339.8125,380259.75,356591.71875
2253,Tb927.11.6940:mRNA-p1,0.38786,4.908115739320887,0.04978610379569552,"hypothetical protein, conserved",107183.4921875,107914.453125,122791.1328125,107707.0078125,100450.0625,101393.09375
2254,Tb927.11.6960:mRNA-p1,0.309327,3.9688937516353797,0.03612249066306904,"ATG16/SAP18/CVT11/APG16, putative",0.0,16098.75,16491.861328125,10942.44921875,11483.7451171875,10136.6513671875
2255,Tb927.11.6970.2:mRNA-p1,-5.01259,5.333070785284547,0.47145607919130306,NADH-cytochrome b5 reductase-like protein,234428.421875,243408.4375,225505.21875,347880.3125,332043.90625,339228.96875
2256,Tb927.11.6980:mRNA-p1,-1.216962,4.567833420144128,0.1640052119413531,"Phosphoenolpyruvate carboxykinase, related",69583.3828125,0.0,0.0,61431.64453125,0.0,53818.6953125
2257,Tb927.11.700:mRNA-p1,-1.441652,5.228586027376155,0.1907905554624948,"hypothetical protein, conserved",228902.28125,208030.09375,202110.40625,275638.375,229765.90625,209721.109375
2258,Tb927.11.7010:mRNA-p1,-12.058439,3.8670462525536804,0.7744581228127693,"Calcium/calmodulin-dependent protein kinase kinase, putative",1464.8365478515625,0.0,0.0,2914.7666015625,3738.8740234375,36050.6640625
2259,Tb927.11.7020:mRNA-p1,0.43798,4.97531741727265,0.05981234865325099,"proteasome alpha 7 subunit, putative",120099.046875,123178.53125,152905.3125,108367.859375,115781.453125,135458.5625
2260,Tb927.11.7040:mRNA-p1,123.383266,4.771338024873682,2.6020599913279625,"pterin-4-alpha-carbinolamine dehydratase, putative",162896.0625,191038.453125,73497.75,29210.80078125,12082.2939453125,3793.418701171875
2261,Tb927.11.7050:mRNA-p1,-2.505341,4.93955603671341,0.2857876330063679,"PA domain containing protein, putative",94956.8359375,101377.1171875,114357.875,118357.8359375,143801.171875,123198.0546875
2262,Tb927.11.7060:mRNA-p1,-0.739348,4.737137695431881,0.10149970078733246,acidocalcisomal pyrophosphatase,55062.83984375,74455.8359375,86960.7578125,54353.90625,77324.734375,88577.0078125
2263,Tb927.11.7080:mRNA-p1,8.685366,4.223981031789579,0.6615036646925184,acidocalcisomal pyrophosphatase,29831.84765625,21618.08203125,33017.16015625,32764.046875,1.0828992128372192,0.0
2264,Tb927.11.710:mRNA-p1,-2.188001,4.601949569495429,0.2662571992106319,"SCAMP family, putative",49852.9765625,48630.00390625,46999.3828125,59572.06640625,52267.3203125,62587.51171875
2265,Tb927.11.7100:mRNA-p1,3.038445,5.275865842839231,0.32731116462060994,"cytoplasmic translation machinery associated protein, putative",314472.375,282798.6875,277945.6875,223287.203125,191393.421875,220018.46875
2266,Tb927.11.7110:mRNA-p1,0.533422,4.975208271488052,0.07357523046974752,"myotubularin-associated protein, putative",157088.296875,108191.1328125,136262.546875,125643.7265625,116380.28125,112034.859375
2267,Tb927.11.7120:mRNA-p1,-1.683351,5.2116583124011,0.21991322040160485,"hypothetical protein, conserved",203038.578125,206576.65625,199739.65625,221635.65625,229504.875,241905.703125
2268,Tb927.11.7130:mRNA-p1,-0.385566,5.382370490311498,0.04978610379569552,"hypothetical protein, conserved",320290.90625,326147.59375,344528.40625,310486.09375,315753.5,312352.28125
2269,Tb927.11.7140:mRNA-p1,5.195069,5.316237121143975,0.4724989890188798,"cell cycle sequence binding phosphoprotein (RBP33), putative",368894.84375,334525.78125,293059.875,221467.75,241701.453125,197357.03125
2270,Tb927.11.7150:mRNA-p1,12.341759,4.911789200472008,0.7794212453671707,NGG1 interacting factor 3-like,157682.015625,179472.25,112421.875,24055.28125,88403.4453125,90904.015625
2271,Tb927.11.7160:mRNA-p1,0.272475,4.420651459902171,0.023737163795464,"cdc2-related kinase 8, putative",20110.115234375,48393.7890625,43660.28515625,28843.318359375,27960.765625,41760.01953125
2272,Tb927.11.7170:mRNA-p1,-0.715561,4.915205498337631,0.09950724457062987,seryl-tRNA synthetase,64532.1328125,70614.3828125,87279.6953125,58581.46484375,309240.25,67847.5078125
2273,Tb927.11.7180:mRNA-p1,-1.015113,5.903480073853209,0.13962605330386793,"MORN repeat, putative",1031052.625,1080183.125,1002166.875,1042100.375,1115882.625,1134353.5
2274,Tb927.11.7190.1-p1,1.654524,5.460488575409347,0.2166539325233255,Tb927.11.7190.1-p1,416887.15625,439572.28125,435229.125,338976.15625,340671.1875,338475.25
2275,Tb927.11.720:mRNA-p1,-1.120671,6.806580928467582,0.15202038051397201,"hypothetical protein, conserved",8547976.0,7627433.5,8512621.0,9430977.0,8819590.0,8308680.0
2276,Tb927.11.7200:mRNA-p1,0.660918,4.921546968940854,0.09055095301873341,"GRIP domain containing protein, putative",112634.578125,108879.890625,135039.09375,83176.71875,100200.234375,127844.9140625
2277,Tb927.11.7210:mRNA-p1,3.77749,6.069141235688167,0.38526092968029707,"eukaryotic translation initiation factor 2-alpha kinase 1, putative",1944876.125,1806617.625,1750306.875,1316352.625,1266167.5,1296280.0
2278,Tb927.11.7220:mRNA-p1,0.794597,5.811403513512588,0.11058623595729108,"neurobeachin/beige protein, putative",843728.25,970282.75,985302.875,768747.5,766251.9375,847628.25
2279,Tb927.11.7330:mRNA-p1,-1.269062,4.910831945792657,0.1707412674507089,"hypothetical protein, conserved",88373.46875,114079.9765625,108558.0703125,106720.8515625,108089.515625,125679.3828125
2280,Tb927.11.7350:mRNA-p1,0.241598,6.796813400594088,0.015216236113747977,Histone H2B variant V,7037692.0,6839030.5,12289023.0,7725320.5,8283482.0,7933013.5
2281,Tb927.11.7360:mRNA-p1,-9.479098,4.317330966114354,0.7001224123289469,"palmitoyl acyltransferase 9, putative",0.0,19238.361328125,0.0,41865.4140625,28954.955078125,34522.1015625
2282,Tb927.11.7370:mRNA-p1,-0.584039,5.232818920416712,0.08011685484921535,"haloacid dehalogenase hydrolase, putative",223068.25,217345.8125,247164.578125,224803.75,221130.640625,233918.296875
2283,Tb927.11.7380:mRNA-p1,-26.625305,6.215734016367511,1.0713993401554758,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",1104622.0,1200534.625,1180442.5,3340948.0,3166266.5,3154093.25
2284,Tb927.11.740:mRNA-p1,22.365367,6.101436964666189,1.0314703556251605,eukaryotic translation initiation factor 5A,2388774.5,2393650.75,2269089.75,972884.25,773475.6875,1306894.75
2285,Tb927.11.7410:mRNA-p1,-1.45717,4.9606824184510225,0.193535113738983,"MSP-A, putative",105890.953125,118650.1328125,118751.3359375,140953.8125,123381.609375,123118.078125
2286,Tb927.11.7420:mRNA-p1,-0.464172,4.410386032266078,0.0643063600667487,phosphoadenosine phosphosulfate reductase-like protein,0.0,16141.9306640625,47822.1953125,60562.6796875,28766.6796875,26785.189453125
2287,Tb927.11.7430:mRNA-p1,2.661772,6.060692060153647,0.2990887016440328,"hypothetical protein, conserved",1691052.625,1838874.875,1757627.625,1295373.0,1275413.625,1341523.5
2288,Tb927.11.7440:mRNA-p1,0.651738,5.6094339444596955,0.08930624157911836,"hypothetical protein, conserved",565003.875,563342.625,608041.0,490938.71875,529921.9375,497537.625
2289,Tb927.11.7450:mRNA-p1,12.208072,3.846232379672446,0.7744581228127693,Component of motile flagella 71,10529.509765625,13980.544921875,10573.470703125,0.0,0.0,0.0
2290,Tb927.11.7460:mRNA-p1;Tb927.11.7510:mRNA-p1,-9.018541,6.809988375574009,0.6780082524527355,"luminal binding protein 1 (BiP), putative;luminal binding protein 1 (BiP), putative",6132517.5,6147368.0,6282055.5,11902408.0,10405583.0,10781010.0
2291,Tb927.11.7470:mRNA-p1,2.360278,6.6749945364885965,0.2716299829744929,"hypothetical protein, conserved",7539466.5,7918149.0,6464014.0,4357368.5,5754215.5,5818397.5
2292,Tb927.11.7475:mRNA-p1,12.208072,4.1420930421407425,0.7744581228127693,"AN1-like Zinc finger containing protein, putative",29966.30078125,15125.908203125,24251.8359375,0.0,0.0,0.0
2293,Tb927.11.7480.1:mRNA-p1;Tb927.11.7480.2:mRNA-p1,1.183646,5.694174300559642,0.16015129500513808,"vacuolar type h+ ATPase subunit, putative;vacuolar type h+ ATPase subunit, putative",373129.03125,915561.8125,986077.5625,415798.625,557777.625,707716.6875
2294,Tb927.11.750:mRNA-p1,-1.567642,5.510166196136094,0.20574903268433348,"DNA repair protein, putative",406357.34375,420333.71875,394528.3125,445610.53125,463877.25,459021.75
2295,Tb927.11.7520:mRNA-p1,-1.072559,5.539355088928198,0.14910881586407604,"hypothetical protein, conserved",412355.375,480097.0,447739.0,476934.6875,449936.6875,502704.71875
2296,Tb927.11.7530:mRNA-p1,-24.57548,5.022879565288815,1.0607803641451818,"long-chain-fatty-acid-CoA ligase, putative",68326.53125,77054.4765625,85487.6328125,188106.015625,216922.046875,207368.703125
2297,Tb927.11.7550:mRNA-p1,-1.880841,5.247733406637199,0.23946443377914256,"hypothetical protein, conserved",220634.8125,195432.1875,236129.015625,238944.484375,218944.109375,305122.875
2298,Tb927.11.7560:mRNA-p1,0.782446,7.126039505581279,0.10846811738866073,Component of motile flagella 15,19254830.0,20172896.0,18287306.0,16472909.0,15838743.0,16910670.0
2299,Tb927.11.7570:mRNA-p1,0.13639,4.3911429610112025,-0.0,"ATP-grasp domain containing protein, putative",59639.21875,16925.20703125,20791.853515625,12502.603515625,70836.625,16189.73828125
2300,Tb927.11.7580:mRNA-p1,12.046577,4.70984458160623,0.7744581228127693,"hypothetical protein, conserved",82983.96875,89002.421875,91948.3203125,50055.328125,50050.03125,46092.6328125
2301,Tb927.11.7590:mRNA-p1,-0.648544,5.686804534880785,0.08895430977922451,"hypothetical protein, conserved",678979.6875,631601.875,632137.75,653825.5625,658471.875,634478.375
2302,Tb927.11.760:mRNA-p1,0.648969,5.0477460899959326,0.08895430977922451,"protein phosphatase 2C, putative",136921.765625,135272.203125,209490.6875,117631.0625,150065.671875,143576.703125
2303,Tb927.11.7600:mRNA-p1,12.538577,5.596645019298037,0.781963668799055,"hypothetical protein, conserved",656575.9375,715930.375,667002.0,393695.0,377345.84375,349788.1875
2304,Tb927.11.7620:mRNA-p1,0.670622,4.398349967050852,0.0918958259384138,"MSP-A, putative",51888.78515625,27768.74609375,29698.33984375,29467.669921875,19621.537109375,41734.82421875
2305,Tb927.11.7670.1-p1,-0.450086,6.592211464404056,0.06131519424463923,Tb927.11.7670.1-p1,6053657.5,3950822.0,5600608.5,4799225.0,5474137.5,5404036.0
2306,Tb927.11.7675:mRNA-p1;Tb927.11.7685:mRNA-p1,6.488733,6.500710640985271,0.5469264018483677,ribosomal protein S10p/S20;ribosomal protein S10p/S20,4897308.0,5380443.0,5135952.5,3317502.75,3401550.25,3206881.25
2307,Tb927.11.770.1:mRNA-p1;Tb927.11.770.2:mRNA-p1,-12.513447,4.0482083894272645,0.781963668799055,"hypothetical protein, conserved;hypothetical protein, conserved",5989.326171875,7110.54931640625,17633.0234375,11849.3935546875,18416.712890625,28384.658203125
2308,Tb927.11.7702:mRNA-p1,0.36401,4.786341123174621,0.04779379003718921,U6 snRNA-associated Sm-like protein LSm5,102193.0234375,70037.5625,81348.5703125,98565.0703125,72231.375,64752.3125
2309,Tb927.11.7707:mRNA-p1,1.587671,6.291747299001124,0.20763633040445617,"Tctex-1 family, putative",2899134.5,3062241.75,2790182.0,2188998.5,2421236.75,2299835.5
2310,Tb927.11.7710.1-p1,10.093934,4.498883101012406,0.7233773757982923,Tb927.11.7710.1-p1,55251.4453125,53054.1875,52433.2734375,36185.859375,20234.173828125,35164.3203125
2311,Tb927.11.7750:mRNA-p1,14.137007,4.240085902759588,0.8340734503909036,"MSP-A, putative",32195.2734375,23220.67578125,33156.09765625,15707.8935546875,0.0,0.0
2312,Tb927.11.7770:mRNA-p1,-5.782032,5.003638911631385,0.5038871505747262,oxidoreductase-like protein,135964.515625,101293.3984375,65561.6640625,149878.15625,133991.453125,220031.90625
2313,Tb927.11.7780:mRNA-p1,0.415799,5.822735386294065,0.05521638710252052,Mitochondrial import receptor subunit ATOM46,986092.9375,879107.0625,906782.375,1016009.625,795044.0625,735895.5625
2314,Tb927.11.7800:mRNA-p1,-0.28673,4.093710668244913,0.028241869722156678,"hypothetical protein, conserved",7664.7666015625,36374.140625,7398.990234375,23006.044921875,13987.142578125,10826.5751953125
2315,Tb927.11.7820:mRNA-p1,23.270173,4.2759427723195325,1.0433994117868233,"endonuclease/exonuclease/phosphatase, putative",52877.26171875,29117.3828125,27958.48828125,0.0,3302.614990234375,0.0
2316,Tb927.11.7830:mRNA-p1,4.508907,5.067069633427587,0.4368750396619556,"hypothetical protein, conserved",188666.296875,169681.21875,199739.765625,118699.3203125,136878.875,119921.578125
2317,Tb927.11.7840:mRNA-p1,-2.31869,4.876959279619123,0.26753386379457866,ribonucleoside-diphosphate reductase large chain,87846.2734375,100268.015625,84557.28125,96770.671875,123010.2578125,110165.5078125
2318,Tb927.11.7850:mRNA-p1,1.687891,5.810801189950376,0.22024482546655857,"hypothetical protein, conserved",984790.0,995551.3125,918596.75,752676.625,785808.3125,737336.6875
2319,Tb927.11.7860:mRNA-p1,-0.887042,4.9116648607629525,0.12322809450407277,DNA replication licensing factor MCM2,101528.25,116069.421875,100977.6796875,97537.875,129018.0625,107620.6796875
2320,Tb927.11.7890:mRNA-p1,-0.220519,4.957586063190762,0.01211485577824228,zinc finger CCCH domain containing protein 44,7169.70947265625,198218.046875,9557.0166015625,21502.755859375,20823.8515625,468283.0625
2321,Tb927.11.7900:mRNA-p1,3.123118,5.605665395441338,0.333304219743088,mitochondrial RNA binding protein 16,624539.3125,620389.75,626064.5625,462311.15625,410960.875,482399.125
2322,Tb927.11.7930:mRNA-p1,-0.316741,5.214591576845285,0.03840332508323956,"RNA polymerase B subunit RPB8, putative",210102.1875,209937.765625,235394.453125,227225.578125,262690.375,165877.140625
2323,Tb927.11.7940:mRNA-p1,2.042709,6.270642648743941,0.25409022905675355,"calmodulin, putative",2838583.75,2970114.75,2665183.5,2087246.25,2076082.375,2281533.5
2324,Tb927.11.7960:mRNA-p1,-1.418352,5.186275775445517,0.1882105806558324,kinetoplast poly(A) polymerase 1,239831.78125,161639.28125,154078.0,203037.90625,224900.6875,244975.203125
2325,Tb927.11.800:mRNA-p1,10.410844,5.397934806074563,0.7385230113786256,"prefoldin subunit, putative",418677.875,484668.5,364159.125,218967.5625,307804.75,205687.25
2326,Tb927.11.8030:mRNA-p1,-0.385399,6.454590667972495,0.04978610379569552,"hypothetical protein, conserved",3831161.25,3967130.5,3906650.75,3549388.25,3813566.0,3718749.25
2327,Tb927.11.8050:mRNA-p1,3.344773,6.052400911304025,0.3487122920367904,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative",1647690.5,1820516.75,1789029.75,1309856.875,1234008.5,1224793.25
2328,Tb927.11.8060:mRNA-p1,-11.968291,6.0001638675166,0.7744581228127693,"SNARE associated Golgi protein, putative",865657.6875,755492.75,1073125.75,1705240.125,1924394.75,1679095.875
2329,Tb927.11.8070:mRNA-p1,-4.589698,4.251421962770795,0.44391470077857703,"Domain of unknown function (DUF4539), putative",0.0,6071.0146484375,0.0,0.0,65284.51171875,0.0
2330,Tb927.11.8080:mRNA-p1,-2.658768,5.847800918253177,0.2990887016440328,"btb/poz domain containing protein, putative",840964.0625,846269.375,833543.4375,1003562.625,1086681.375,1023928.125
2331,Tb927.11.8090:mRNA-p1,0.998871,5.431580615190971,0.13744527066318557,"protein phosphatase 1, putative",381696.3125,408725.9375,388440.71875,336091.0625,322988.3125,323125.40625
2332,Tb927.11.810:mRNA-p1,-0.65789,4.528339094456458,0.09044397075882467,"hypothetical protein, conserved",43696.13671875,40745.78515625,50470.83203125,42612.78125,42844.09375,49661.7421875
2333,Tb927.11.8120:mRNA-p1,2.551575,4.934178698581984,0.2901366825596007,"protein transport protein SEC13, putative",176777.75,126284.859375,124117.484375,43470.72265625,75207.6640625,141625.109375
2334,Tb927.11.8140:mRNA-p1,-0.727666,4.954754463148232,0.1005296997746463,"ER lumen retaining receptor protein, putative",106605.5234375,125159.2109375,126913.9375,115980.3984375,122216.7578125,123963.328125
2335,Tb927.11.8150:mRNA-p1,0.814938,5.4633012288309555,0.1134585161011894,"ULK family pseudokinase, putative",403264.21875,421105.59375,431664.96875,384741.0,341148.09375,342895.09375
2336,Tb927.11.8160:mRNA-p1,0.343577,6.383444093042479,0.04453835328056907,"dynein heavy chain, putative",3222408.5,3480448.25,3346168.75,3160260.75,2906462.0,3227695.25
2337,Tb927.11.8180:mRNA-p1,-0.806263,5.086795327235994,0.11222521208912793,"hypothetical protein, conserved",111425.5703125,1874.6229248046875,334359.375,359312.3125,10447.689453125,159549.265625
2338,Tb927.11.8185:mRNA-p1,2.302585,3.283071570815394,0.2662571992106319,"Zinc finger, C3HC4 type (RING finger) containing protein, putative",0.0,5749.736328125,0.0,0.0,0.0,0.0
2339,Tb927.11.8190:mRNA-p1,-2.488104,5.15655152770874,0.28431414142796,DNA repair protein RAD51,183760.59375,155884.484375,176868.359375,229120.453125,200173.984375,201387.90625
2340,Tb927.11.8200:mRNA-p1,5.863789,6.957687692916552,0.5084142120008465,"ribosomal protein S26, putative",15293895.0,14737845.0,13840126.0,9655372.0,9233886.0,9812297.0
2341,Tb927.11.8210:mRNA-p1,-0.218838,6.696869593573465,0.011976438071340282,RAD50 DNA repair-like protein,4002886.25,3704400.5,10585386.0,9118752.0,8992761.0,3402812.75
2342,Tb927.11.8220:mRNA-p1,0.519608,5.464912220894216,0.07251158240402754,aurora B kinase,419772.1875,406826.3125,406384.25,359392.8125,363655.71875,377427.53125
2343,Tb927.11.8230:mRNA-p1,-24.93298,5.199698702568366,1.0607803641451818,"hypothetical protein, conserved",179023.09375,139619.75,28665.11328125,270149.90625,341290.46875,308276.3125
2344,Tb927.11.8250:mRNA-p1,1.570191,4.168101430053644,0.2058885516015907,"hypothetical protein, conserved",16383.828125,26798.943359375,26428.96484375,23807.279296875,11208.326171875,13176.6513671875
2345,Tb927.11.8260:mRNA-p1,-0.314825,4.910472730964219,0.03792439785935571,carbonic anhydrase-like protein,133751.46875,110177.6953125,86506.9609375,113932.015625,87420.5078125,119173.9609375
2346,Tb927.11.8270:mRNA-p1,4.70549,6.125045703045645,0.45226220506011416,"hypothetical protein, conserved",2146453.5,2155178.5,2052929.125,1418164.75,1349144.25,1547411.625
2347,Tb927.11.8280:mRNA-p1,2.302585,2.7977312529368925,0.2662571992106319,"hypothetical protein, conserved",1876.762939453125,0.0,0.0,0.0,0.0,0.0
2348,Tb927.11.8290:mRNA-p1,-1.10069,4.321404277592204,0.15042090330665023,"DIS3-like exonuclease, putative",22522.26953125,30824.677734375,26849.953125,26766.267578125,26762.888671875,33950.13671875
2349,Tb927.11.830:mRNA-p1,0.901435,5.021857191627107,0.1254775959277267,"hypothetical protein, conserved",124490.8515625,163361.875,172294.859375,126263.6796875,127707.09375,127164.2265625
2350,Tb927.11.8300:mRNA-p1,2.244693,6.1442658150768725,0.2662571992106319,"hypothetical protein, conserved",2072563.125,2176656.75,2096886.125,1553116.125,1587116.125,1665727.375
2351,Tb927.11.8310:mRNA-p1,1.105226,6.159836696902645,0.15072803792992553,"class I transcription factor A, subunit 4",1980842.5,2178383.25,2179769.5,1745659.125,1681958.0,1792546.0
2352,Tb927.11.8320:mRNA-p1,0.340795,5.613593890569804,0.04383637369370742,"hypothetical protein, conserved",537948.875,593903.9375,573091.5,525861.5,524041.875,531264.375
2353,Tb927.11.8350:mRNA-p1,0.820667,4.952772302157552,0.1136728710907641,"katanin p60 ATPase containing subunit A, putative",121503.4765625,141693.875,125967.6953125,87492.6796875,107707.96875,133190.9375
2354,Tb927.11.8370:mRNA-p1,-4.5914,3.8061519476374386,0.44391470077857703,Nucleus and spindle associated protein 1,3457.6513671875,5027.7392578125,5636.02685546875,4987.31689453125,26827.94140625,5252.22509765625
2355,Tb927.11.8380:mRNA-p1,-13.80232,5.586482051401601,0.8195013767679881,"NADPH--cytochrome P450 reductase, putative",319068.625,342433.90625,337277.8125,737259.25,699843.9375,651356.8125
2356,Tb927.11.8390:mRNA-p1,-0.489439,6.004088230854312,0.06786121770187967,"hypothetical protein, conserved",1389811.75,1384349.5,1327388.0,1354567.875,1350727.875,1268806.375
2357,Tb927.11.840.1-p1;Tb927.11.840.2-p1,-0.550764,5.756985938680392,0.07525048291189819,Tb927.11.840.1-p1;Tb927.11.840.2-p1,782427.125,742767.125,784706.375,781810.4375,718924.875,761033.4375
2358,Tb927.11.8410:mRNA-p1,0.489044,5.084509437212656,0.06786121770187967,"hypothetical protein, conserved",176110.21875,166629.21875,168519.859375,150283.078125,164970.84375,145326.84375
2359,Tb927.11.8430:mRNA-p1,-0.409295,5.6431096667008935,0.05370005953565457,"hypothetical protein, conserved",663457.125,560675.0,578673.5625,616290.1875,533242.5625,564871.0625
2360,Tb927.11.8440.2:mRNA-p1,2.005787,5.2615626334181504,0.2526192697537133,"haloacid dehalogenase-like hydrolase, putative",148153.203125,78654.3984375,910326.0,83546.671875,117704.9453125,122612.1640625
2361,Tb927.11.8450:mRNA-p1,0.894977,5.613798141486073,0.12425598358175778,"Amastin surface glycoprotein, putative",617400.125,521357.25,644682.75,555863.875,445393.46875,502960.4375
2362,Tb927.11.850:mRNA-p1,-0.33519,4.7858919326637634,0.04306358615580381,"Atypical serine/threonine protein kinase BUD32, putative",76838.1015625,74799.9609375,88430.875,105585.859375,48583.20703125,94384.2578125
2363,Tb927.11.860:mRNA-p1,35.492462,6.807948246613555,1.2330669061627162,"leucine-rich repeat protein (LRRP), putative",10740453.0,13200189.0,14816705.0,5037138.5,4288147.0,3326244.5
2364,Tb927.11.870:mRNA-p1,-5.237217,4.899159167047204,0.4724989890188798,mitochondrial ribosomal protein l23,88165.7578125,79033.484375,88301.1015625,114526.6640625,129813.7265625,134382.75
2365,Tb927.11.8700:mRNA-p1,10.234803,5.510403560396578,0.7299270370302056,"hypothetical protein, conserved",544120.25,571864.5,523618.15625,313845.78125,314754.4375,322941.59375
2366,Tb927.11.8750:mRNA-p1,12.863102,4.543804423417061,0.7906458650598397,"hypothetical protein, conserved",57194.99609375,67067.125,56743.56640625,35506.6875,35856.48046875,27451.962890625
2367,Tb927.11.8770:mRNA-p1,-1.022033,6.2688560214636455,0.14068153490288385,"ATP-dependent RNA helicase FAL1, putative",2553042.25,2275598.75,2392603.0,2673766.0,2474533.0,2487953.5
2368,Tb927.11.8780:mRNA-p1,-0.558611,5.042576982495869,0.07525048291189819,"hypothetical protein, conserved",298329.125,0.0,0.0,0.0,17406.931640625,235755.40625
2369,Tb927.11.8790:mRNA-p1,0.197019,4.491500581299415,0.007278628644966849,"target SNARE, putative",36382.4296875,41161.1640625,37602.1875,92759.609375,4996.9814453125,35167.78515625
2370,Tb927.11.880:mRNA-p1,6.780146,6.1023268078682555,0.5622177380093558,cyclophilin a,1916274.875,2018036.375,2243959.25,1277698.375,1110632.0,1558894.125
2371,Tb927.11.8800:mRNA-p1,-5.625539,5.507496849449918,0.49381979519583796,"hypothetical protein, conserved",282271.3125,339429.6875,409546.03125,482132.125,529205.0,531276.0
2372,Tb927.11.8820:mRNA-p1,-0.487288,4.78077801248967,0.06767846801070682,"glutathionylspermidine synthetase, putative",109150.015625,60849.25,64679.234375,72621.8671875,85426.5,90175.390625
2373,Tb927.11.8830:mRNA-p1,25.626655,4.451973971065202,1.0639388833900116,Enriched in surface-labeled proteome protein 2,41900.640625,69407.078125,47658.421875,0.0,26287.234375,12923.0693359375
2374,Tb927.11.8860:mRNA-p1,2.837223,5.87995155512842,0.3110820930121908,"CEP76 C2 domain containing protein, putative",661934.9375,1516493.5,1282961.75,370810.0625,1186532.0,1049199.5
2375,Tb927.11.8870:mRNA-p1,-2.513716,5.047373804559081,0.2861819694864806,"DEAD-box ATP-dependent RNA helicase, mitochondrial",112736.296875,162361.296875,120796.875,157844.640625,160412.90625,178040.9375
2376,Tb927.11.8880:mRNA-p1,1.732777,5.089567418023844,0.22504531091986146,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative",157476.640625,408313.09375,115853.15625,113411.0390625,35959.47265625,152211.40625
2377,Tb927.11.8890:mRNA-p1,0.590225,5.240669229703109,0.08060807322614064,"DNA-dependent RNA polymerases, putative",240497.75,243831.984375,255554.765625,221798.015625,229432.359375,201259.078125
2378,Tb927.11.8900:mRNA-p1,0.0324,4.706060963798775,-0.0,"DPCD protein family, putative",8280.1572265625,86114.8515625,28337.96484375,203456.25,29562.697265625,0.0
2379,Tb927.11.8920:mRNA-p1,0.372233,4.737650518078215,0.04906587253886923,"Centrosomal protein of 120 kDa, putative",87433.265625,60721.7734375,80489.4140625,69271.3125,69128.3671875,70206.96875
2380,Tb927.11.8930:mRNA-p1,-18.110894,4.93675982010519,0.9159244322213259,"D123, putative",35938.6328125,0.0,0.0,130527.3125,243727.0625,108490.6796875
2381,Tb927.11.8940:mRNA-p1,0.33837,4.377076795931636,0.043601031883956545,protein lipid droplet kinase (LDK),53330.51171875,0.0,31220.484375,26583.08203125,31115.91015625,24532.8984375
2382,Tb927.11.8950:mRNA-p1,0.614615,6.084654103378677,0.08380407268352258,leucine rich repeat,1687003.875,1774493.0,1715777.375,1488683.5,1544124.625,1511647.25
2383,Tb927.11.8970:mRNA-p1,-0.316582,5.584376135252474,0.03840332508323956,"ribose 5-phosphate isomerase, putative",392586.5625,670224.625,525940.3125,497207.15625,476844.75,509502.9375
2384,Tb927.11.900:mRNA-p1,-48.817729,5.787764973514313,1.4182778400509013,"isocitrate dehydrogenase, putative",222826.53125,387209.0,364360.28125,1322797.0,1336729.75,1273505.25
2385,Tb927.11.9020:mRNA-p1,-7.963573,4.386327438034455,0.6258200903453619,"cation transporter, putative",30493.505859375,23164.5546875,12304.5068359375,32158.388671875,69456.6796875,27136.486328125
2386,Tb927.11.9040:mRNA-p1,0.251609,5.858396275579079,0.01752976092495945,conserved protein,110325.8359375,2313265.25,1272720.5,156097.5625,354340.28125,1567364.75
