Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,A_1,A_2,A_3,A_4,B_1,B_2,B_3,B_4
1873,Tb927.11.3100,0.081889129,15.84978798,0.4329536,Present in the outer mitochondrial membrane proteome 13,55881,66602,68035,57688,79756,87140,79551,70898
1874,Tb927.11.3110,-0.223778833,18.03911394,3.444131097,"hypothetical protein, conserved",231210,239640,253880,218320,339640,382110,402550,368140
1875,Tb927.11.3120,-0.458265421,20.5704886,8.622262837,nucleolar GTP-binding protein 1,1116100,1219200,1297300,1243100,2111900,2285400,2408900,2264500
1876,Tb927.11.3130,-0.098836796,18.26133898,0.838341534,glycosomal transporter (GAT2),284130,284590,304540,283010,395220,403320,448860,431410
1877,Tb927.11.3150,-0.08694317,12.06108854,0.141654907,conserved protein,5197.7,3663.5,3196.8,3575.2,4983.3,4547.3,5474.1,7518.4
1878,Tb927.11.3160,0.020568222,18.00022042,0.137039186,"hypothetical protein, conserved",229190,259510,266830,243170,309500,322220,332900,369740
1879,Tb927.11.3170,0.587696139,9.955614891,1.287062887,"Der1-like family, putative",0,1085.5,980.33,1425.6,721.83,944.86,1140.3,0
1880,Tb927.11.3190,0.001846735,17.34574721,0.011639008,"hypothetical protein, conserved",164170,156040,168560,149210,200180,204530,237660,221830
1881,Tb927.11.320,-0.057793455,20.54052705,0.673581809,"dynein light chain 1, putative",1466600,1540000,1573500,1505000,2076100,2152000,2300700,2056700
1882,Tb927.11.3220,-0.004110849,19.99583684,0.038736121,metacaspase,1002900,1053000,1139700,990600,1353400,1424700,1522600,1383200
1883,Tb927.2.6090,-0.018898334,20.592248,0.087936194,60S ribosomal protein L44,1342400,1570400,1645200,1473300,2122900,1940800,2071800,2124200
1884,Tb927.11.3240,-0.003998201,23.56665463,0.041153831,"T-complex protein 1, zeta subunit, putative",11495000,12655000,12806000,12146000,16237000,16540000,17027000,16848000
1885,Tb927.11.3250,-0.033494605,25.1920498,0.886958699,"dynein heavy chain, putative",35968000,37409000,38471000,36303000,50129000,51001000,52936000,51307000
1886,Tb927.11.3260,-0.289489254,16.68297895,2.545226842,"mitochondrial DNA polymerase I protein D, putative",94266,89265,89874,73423,150710,148620,132280,140820
1887,Tb927.11.3270,-0.006890037,12.02731001,0.01590572,"squalene monooxygenase, putative",5314.3,3708.5,5298.6,3491.8,6485.2,6223,5129.1,6046.2
1888,Tb927.11.3280,-0.065623604,19.6395575,1.204068815,"Kinesin-13 5, putative",786850,791880,819870,759110,1105800,1095100,1140500,1134200
1889,Tb927.11.3290,0.034131692,19.67094671,0.635629546,Tripartite attachment complex protein 166,780220,806370,846990,781110,1011400,1072500,1115900,1053400
1890,Tb927.11.330,0.025814677,18.56298974,0.34424597,Myosin-like protein 1,355240,401840,403290,372500,483230,512230,534560,508060
1891,Tb927.11.3300,-0.091672411,18.77507574,1.624059736,Spindle assembly abnormal 4,386930,437810,444690,434200,593530,608280,640550,614110
1892,Tb927.11.3310,0.0636807,20.95814966,0.748831187,"ubiquitin-conjugating enzyme, putative",1943100,2148700,2019700,2101800,2552700,2747900,2806800,2540700
1893,Tb927.11.3320,0.023077711,18.39829176,0.281472274,"ras-like small GTPase, putative",324930,353320,328850,342210,419500,449820,462390,467710
1894,Tb927.11.3340,0.181082193,15.40021105,1.118367006,KKT-interacting protein 12,47047,47787,47377,38307,53536,55858,49728,55925
1895,Tb927.11.3350,0.113816542,18.56109997,1.090447531,"phospholipid-transporting ATPase 1-like protein, putative",379520,366110,415440,397850,495970,476390,529870,450540
1896,Tb927.11.3360,-0.014334798,20.27632033,0.135197793,Component of motile flagella 22,1190800,1242700,1234900,1185300,1609700,1608800,1752300,1672500
1897,Tb927.11.3380,0.078721521,21.96045261,1.631951047,"Ran-binding protein 1, putative",4127500,4122200,4341000,3998100,4972100,5454500,5563000,5298600
1898,Tb927.11.3390,-0.035412106,15.08562339,0.129575784,"Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative",38937,30103,33274,36141,38328,48493,55784,50502
1899,Tb927.11.340,0.182759082,13.28499288,0.513538775,"hypothetical protein, conserved",9007.2,10066,12185,12341,13386,9754,16169,13102
1901,Tb927.11.3450,0.976369425,15.76579917,11.00546099,"hypothetical protein, conserved",62805,65370,71788,68121,44375,44780,47793,47506
1902,Tb927.11.3470,0.214655713,11.24861949,0.328936546,"endosomal integral membrane protein, putative",2393.7,3116,1724.5,3671.8,2354.7,3338.5,4133.9,2698.9
1903,Tb927.11.3480,0.003446593,18.32962796,0.013644771,"Sin-like protein conserved region, putative",295020,304550,292940,362380,404170,432590,446520,407490
1904,Tb927.11.3490,-0.045558338,19.74828631,0.374599825,"hypothetical protein, conserved",802560,879330,877470,823500,1149500,1107100,1204300,1271300
1905,Tb927.11.350,-0.094659391,16.975003,1.024202313,"RNA-binding protein, putative",116720,111940,124730,112560,164010,174760,180790,154980
1906,Tb927.11.3500,0.020668795,21.1097102,0.280611231,"Dpy-30 motif containing protein, putative",2166400,2118700,2284000,2234100,2859200,3015200,2991900,2887400
1907,Tb927.11.3510,0.128676809,18.93330419,1.840789563,"hypothetical protein, conserved",508930,508240,520740,538260,611210,622060,700890,641240
1908,Tb927.11.3540,-0.237963738,15.31723912,2.797811766,"hypothetical protein, conserved",39379,40049,38658,36109,59640,63944,59360,63345
1909,Tb927.11.3550,0.081136333,19.60087687,0.747664696,"XPA-interacting protein, putative",716400,874180,862140,756160,940740,1001200,1095400,1064100
1910,Tb927.11.3570,-0.014609479,22.77885361,0.203683426,"metallo-peptidase, Clan MA(E) Family M1",6746200,7054700,7381100,7035900,9684900,9324300,10070000,9530700
1911,Tb927.11.3580,-0.034985601,16.05976732,0.163081773,"Thiamin pyrophosphokinase, vitamin B1 binding domain containing protein, putative",64063,67290,67130,79307,100490,93935,93440,96544
1912,Tb927.11.360,-0.02839345,18.71201019,0.176404885,"ATP-binding protein, putative",424610,433560,429070,393640,530310,575040,583540,636580
1913,Tb927.11.3660,0.043862938,16.51270191,0.214508346,"dynein light chain Tctex-type, putative",83787,82609,101690,103250,119620,123730,115630,126620
1914,Tb927.11.3670,-0.239357095,10.31243696,0.251802255,Mitoribosomal SSU assembly factor 16,868.14,1535.6,0,0,1582.6,0,2190.2,2076.4
1915,Tb927.11.3680,-0.126671717,14.94430143,0.728498519,"calmodulin, putative",28982,27390,31579,27265,43322,39204,50009,38500
1916,Tb927.11.3690,0.197923821,16.95104763,2.163193322,"Alpha/beta hydrolase family, putative",136680,129250,135120,135650,152690,161950,168340,151310
1917,Tb927.11.370,-0.07388829,19.33173351,0.807662917,repressor activator protein 1,600720,640390,662390,598950,818490,882130,1008900,865950
1918,Tb927.11.3700,0.025251744,18.24297336,0.184586884,unspecified product,286540,291070,321470,319320,383320,379580,424800,434900
1919,Tb927.11.3710,0.166849258,21.61199434,3.12686481,"hypothetical protein, conserved",3307400,3232100,3523800,3042200,3792700,3884000,4110300,4012900
1920,Tb927.11.3730,-0.093874235,22.60018877,2.548099594,"leucyl-tRNA synthetase, putative",5874900,6031800,6176100,5789400,8469200,8497900,8878600,8662200
1921,Tb927.11.3740,0.014779233,21.71394163,0.226163182,proteasome regulatory ATPase subunit 2,3178900,3414600,3539600,3348400,4314700,4577900,4738000,4443200
1922,Tb927.11.3770,0.042492342,20.40613975,0.547109933,"Dpy-30 motif containing protein, putative",1293500,1441600,1370200,1381100,1646800,1826500,1888600,1859300
1923,Tb927.11.3790,0.000516621,19.29794816,0.004978574,"hypothetical protein, conserved",600690,650880,672580,615240,846270,858470,884820,846300
1924,Tb927.11.3830,-0.060890989,19.30839013,0.548944543,"hypothetical protein, conserved",621410,613480,677440,570530,824120,876870,925160,878620
1925,Tb927.11.3840,-0.061728101,15.8678359,0.353583062,"hypothetical protein, conserved",57351,55692,52223,55900,69909,82251,79353,81657
1926,Tb927.11.3850,-0.008572283,16.28874625,0.033097456,"AMP deaminase, putative",69508,81681,89993,78565,102150,112630,118490,101540
1927,Tb927.11.3860,0.11507445,16.08079557,0.782162667,"hypothetical protein, conserved",67984,67848,74898,69418,88248,89302,92125,80849
1928,Tb927.11.3870,0.062725628,16.65433182,0.551059068,"katanin, putative",98137,108820,114360,97520,128610,136670,139910,137050
1929,Tb927.11.3880,-0.129862135,18.24238372,2.352653706,"actin, putative",291510,287570,292770,292960,420640,416610,458940,431520
1930,Tb927.11.3890,-0.14722332,17.5548456,1.766502113,"N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative",159430,191710,180820,160340,259020,252330,269360,254940
1931,Tb927.11.3900,-0.026559344,17.92691602,0.3407549,"glycosyltransferase family-like protein, putative",221490,240930,241180,241870,309430,325350,342650,327100
1932,Tb927.11.3910,0.034733379,17.46723509,0.274871842,"hypothetical protein, conserved",180420,177190,178980,169610,219300,242970,254830,218580
1933,Tb927.11.3920,-0.020347891,16.08053761,0.101942318,"hypothetical protein, conserved",66098,66891,61638,65818,94321,96483,88573,79284
1934,Tb927.11.3930,0.019740414,14.37270012,0.040452438,"hypothetical protein, conserved",24846,21582,17928,20148,27157,23797,34601,27615
1935,Tb927.11.3940,0.08423188,16.3405284,0.285813773,"hypothetical protein, conserved",77555,78094,86354,89632,98291,101150,112390,111850
1936,Tb927.11.3970,0.108193195,19.84007581,1.354823798,"hypothetical protein, conserved",948930,969490,996190,910950,1237900,1194800,1232200,1142800
1937,Tb927.11.3990,0.08265732,17.24054296,0.4601738,"hypothetical protein, conserved",152100,166500,157700,157650,203250,191360,214300,202270
1938,Tb927.11.4000,0.135531105,19.98259927,1.945573728,"hypothetical protein, conserved",1036800,1009200,1149700,1020300,1242000,1226500,1381900,1348400
1939,Tb927.11.4010,0.113417429,16.3617009,0.729534681,"hypothetical protein, conserved",73691,87200,86039,88813,101850,99594,106500,111760
1940,Tb927.11.4030,-0.035557234,19.30804974,0.357305255,"hypothetical protein, conserved",616890,587290,640840,618150,822770,878790,854010,863750
1941,Tb927.11.4040,0.120912034,12.59563252,0.747397288,"hypothetical protein, conserved",5369.8,6056.2,5253.7,6704,7212.4,6588.2,7363.4,7883.8
1942,Tb927.11.4100,-0.443089776,19.01789961,7.684741364,"variant surface glycoprotein (VSG), putative",444460,445330,432310,387120,750980,789220,818810,785190
1943,Tb927.11.4120,0.013356861,10.2921232,0.020816163,"leucine-rich repeat protein (LRRP), putative",0,1327.5,1049.7,983.3,1427.1,1449.4,1512.4,1790.9
1944,Tb927.11.4130,-0.064218083,19.21052489,0.576317105,"ubiquitin-like protein, putative",570560,582580,565860,576350,769730,745390,898260,846350
1945,Tb927.11.4160,0.048690339,17.44277224,0.311989583,predicted C2 domain protein,149560,188860,194200,178060,218410,239570,238950,229840
1946,Tb927.11.4170,0.046869736,17.14893652,0.346013128,"kinetoplastid-specific dual specificity phosphatase, putative",125120,141380,163180,156590,189340,190300,194820,190410
1947,Tb927.11.4180,-0.428328299,19.45348431,8.017941019,"PSP1 C-terminal conserved region, putative",538560,551540,596690,579910,976680,1052300,1113700,991550
1948,Tb927.11.4190,-0.191213034,19.32366089,2.221240684,"Metallopeptidase family M24, putative",550160,591410,665670,557260,848930,862450,949930,992970
1949,Tb927.11.420,-0.098767702,15.1257419,0.296817634,"Fcf2 pre-rRNA processing, putative",29283,33020,39612,25997,42713,40284,53876,47564
1950,Tb927.11.4200,-0.0342915,17.39423975,0.229218926,"mannose-specific lectin, putative",179160,159240,164850,163570,226700,246540,234960,216940
1951,Tb927.11.4210,0.001894659,22.22665775,0.020072076,"U-box domain containing protein, putative",4675400,4825700,5019500,4448500,6261200,6479400,6705500,6203600
1952,Tb927.11.4220,0.320608649,12.45424054,1.149365946,"palmitoyl acyltransferase 6, putative",5676.5,8113.8,5007.6,6459.2,6589,6924.8,8093.4,5584.7
1953,Tb927.11.4230,-0.065282583,16.59215394,0.389717812,"hypothetical protein, conserved",93533,94979,93701,86394,127870,123820,144320,127010
1954,Tb927.11.4260,0.109986735,16.94171316,0.954845241,mitochondrial calcium uniporter,126930,147370,128090,134830,166690,172950,161050,172720
1955,Tb927.11.4280,-0.010363419,17.99022254,0.070909887,"hypothetical protein, conserved",245430,248540,257890,243440,357440,313920,347630,340240
1956,Tb927.11.4290,-0.114020739,20.1677583,1.734347967,40S ribosomal protein S12,999410,1103300,1074800,1041400,1464000,1555300,1566800,1598100
1957,Tb927.11.430,-0.197912301,14.64905398,0.775176487,"hypothetical protein, conserved",22471,23999,20556,22653,45985,34338,30310,30585
1958,Tb927.11.4320,-0.022495918,20.51694773,0.266241427,"Uncharacterized ACR, COG1678, putative",1420600,1528800,1510700,1408500,2024900,1883900,2163700,2006700
1959,Tb927.11.4330,0.04050162,13.33274789,0.150800003,"hypothetical protein, conserved",9738.2,11435,10114,8491.7,13589,12151,12116,14388
1960,Tb927.11.435,0.088923233,16.22548121,0.316637561,hypothetical protein,73940,67002,76724,89603,87202,113310,105610,85890
1961,Tb927.11.4350,-0.081040686,14.06612446,0.332522444,SUMO-interacting motif-containing protein,11786,15094,18578,16626,19459,22762,21939,23839
1962,Tb927.11.4360,-0.163941786,19.24579018,2.142390489,"Protein of unknown function (DUF1014), putative",560180,573400,597630,615930,875350,922270,884370,878570
1963,Tb927.11.4380,0.004282496,18.24678137,0.038259049,"ATP-dependent RNA helicase, putative",289770,282950,308090,292660,359250,407990,420200,399430
1964,Tb927.11.440,0.051130362,19.0202705,0.725531684,conserved protein,508770,513470,542360,526430,662400,684060,685590,701640
1965,Tb927.11.4400,-0.074219045,15.75976153,0.485923486,"hypothetical protein, conserved",45271,51048,55458,51101,66499,68013,78981,75845
1966,Tb927.11.4420,0.036761026,20.45159523,0.350962676,"hypothetical protein, conserved",1306200,1361000,1544800,1330500,1779400,1953900,1897200,1684600
1967,Tb927.11.4450,0.137401822,22.17037485,2.617636499,ALBA-Domain Protein,4844000,4748400,4774200,4813900,5610700,6059800,6144600,5821400
1968,Tb927.11.4460,0.034167357,23.10605825,0.219820256,ALBA-Domain Protein,8875800,7956300,9110500,9066100,11736000,11506000,11861000,11155000
1969,Tb927.11.4470,-0.053318114,17.726869,0.757105011,"ULK family serine/threonine-protein kinase, putative",191820,200460,218860,209820,282470,289800,291040,289340
1970,Tb927.11.4480,-0.113851468,20.19494135,1.273196817,Flagellar radial spoke protein 4/6,1126800,1162800,1132700,1121600,1716400,1561400,1709300,1677800
1971,Tb927.11.4490,0.244330644,16.57639157,2.780605622,"long-chain-fatty-acid-CoA ligase, putative",96049,104740,104370,82446,104210,108080,110590,118870
1972,Tb927.11.450,-0.088040785,14.0801926,0.357130332,"hypothetical protein, conserved",14058,18985,17509,17743,22730,24471,27219,23540
1973,Tb927.11.4500,-0.164673202,16.48734242,1.49289472,"hypothetical protein, conserved",83810,80184,90392,72354,123510,116170,140150,116190
1974,Tb927.11.4530,-0.436115242,17.91333382,5.389346613,N-acetyltransferase subunit ARD1,204730,228870,205400,187840,371460,377500,376240,386630
1975,Tb927.11.4540,0.136289055,17.572579,1.141720366,Nucleoporin NUP48,194640,183670,208520,202610,233450,230660,268530,241050
1976,Tb927.11.4550,0.005890242,18.34785008,0.035049756,"Domain of unknown function (DUF4200), putative",310800,345440,352020,306760,398420,422200,490000,465980
1977,Tb927.11.4560,1.117675009,13.76465639,4.265914467,"hypothetical protein, conserved",17873,18619,19567,20481,8473.1,11492,19048,10920
1978,Tb927.11.4570,0.095321744,18.81086353,0.824509427,Ras-related protein Rab5B,444260,479770,493760,448750,552770,585500,639970,589490
1979,Tb927.11.460,0.04000799,17.20906867,0.321414997,predicted WD40 repeat protein,135040,155330,151850,153870,189430,193310,204840,196920
1980,Tb927.11.4630,0.238064595,16.22459595,3.389179407,"hypothetical protein, conserved",75807,76378,84965,80981,93020,85109,97677,89659
1981,Tb927.11.4640,-0.077391363,20.01362627,0.572744536,"calpain-like protein, putative",913410,1073800,1045100,1019500,1308200,1404300,1522100,1559700
1982,Tb927.11.4650,0.02366446,13.18252362,0.049301981,Mitochondrial ribosomal protein L52,10577,7389.8,11028,8613.5,12774,11672,12578,12485
1983,Tb927.11.4680,0.116932367,15.07021803,0.811238703,"SURF1 family, putative",35938,30950,42383,35950,44864,46962,48691,40226
1984,Tb927.11.4690,-0.186715014,16.37869336,1.548306867,mitochondrial DNA polymerase I protein B,77400,79160,81294,74308,114870,130880,125140,111170
1985,Tb927.11.4700,-0.014091593,21.4563581,0.168639853,prostaglandin f synthase,2742400,2906500,2964700,2804000,3789100,3732700,4202200,3903800
1986,Tb927.11.4710,-0.226089787,15.94775167,1.276726791,"hypothetical protein, conserved",52951,49053,61853,52628,81003,78056,100460,83898
1987,Tb927.11.4720,0.084683382,14.60033755,0.163832026,"hypothetical protein, conserved",26716,27034,32442,24303,44506,35813,30611,31077
1988,Tb927.11.4730,-0.480249174,14.92566104,4.758805458,"hypothetical protein, conserved",23774,24842,29180,26063,43211,56182,49203,47950
1989,Tb927.11.4740,-0.027741092,17.82052907,0.265466284,"paraflagellar rod component, putative",217080,235710,224080,220220,308370,306090,300070,324200
1990,Tb927.11.4780,0.194113589,14.44920371,0.803353378,"pyruvate dehydrogenase (lipoamide) kinase, putative",24096,23810,22845,25393,29386,28732,25973,29836
1991,Tb927.11.4800,-0.119881816,18.79491801,1.300239004,"clathrin coat assembly protein, putative",378640,442910,463360,426390,628830,587990,659330,638130
1992,Tb927.11.4810,0.209306977,21.01138378,2.769084503,"hypothetical protein, conserved",1966700,2227100,2402300,2411500,2411500,2727000,2935900,2477100
1993,Tb927.11.485,-0.180524865,11.95884847,0.702121212,hypothetical protein,3765.9,2887,3994.1,4099.7,5388.6,4665.6,5867.3,6704
1994,Tb927.11.4860,-0.413636173,19.73995586,6.777085634,"Ring finger domain containing protein, putative",775370,769050,848700,699240,1353900,1397500,1457800,1360100
1995,Tb927.11.4880,-0.01471198,20.94118495,0.156615424,"Calmodulin-binding, putative",1901300,1982100,2032200,1924400,2743300,2523200,2827200,2641600
1996,Tb927.11.4890,0.006243707,16.84535521,0.036619065,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase,110100,118370,127870,111320,144370,148960,164400,173660
1997,Tb927.11.4900,-0.049722059,22.03655695,0.712925126,WD40/YVTN repeat-like-containing protein,4187900,4151300,4059800,3977200,5454000,5747200,6209100,5574800
1998,Tb927.11.4910,-0.193441643,20.04821322,4.27588645,predicted ankyrin repeat family protein,947380,1023900,1073500,961110,1503300,1441800,1646100,1615000
1999,Tb927.11.4920,0.213397634,18.75540159,3.638121487,"hypothetical protein, conserved",436540,471080,471950,454450,528430,509200,580570,526150
2000,Tb927.11.4930,-0.227609307,17.26830888,4.589412776,"Phosducin, putative",131560,146100,151010,139510,213120,229490,232750,225150
2001,Tb927.11.4950,-0.001674057,18.25661299,0.01186302,"hypothetical protein, conserved",289300,288690,333840,324200,399400,400380,457670,417840
2002,Tb927.11.4960,-0.133965357,19.04271028,1.702823894,"transcription elongation factor s-II, putative",469020,485060,508570,504460,698960,761090,765500,699740
2003,Tb927.11.4970,-0.272505086,16.77533618,3.242331502,Chromatin assembly factor 1 subunit C,94125,95673,99639,99507,148590,164650,171760,152310
2004,Tb927.11.4980,-0.214697357,18.42229586,2.540548802,"ATP-dependent DEAD/H RNA helicase, putative",286760,294840,308290,324860,453190,471130,468970,516430
2005,Tb927.11.5000,-0.08228309,21.49410452,1.721307332,"Dynein intermediate chain 1, axonemal",2792900,2773000,3007700,2848200,3879200,4079000,4357000,4071000
2006,Tb927.11.5020,-0.042958948,17.42918489,0.372649421,"hypothetical protein, conserved",165250,168410,169890,157810,228830,217990,251360,225730
2007,Tb927.11.5030,0.097622167,19.20552506,0.712701983,"hypothetical protein, conserved",646230,614420,581050,577880,785130,705640,718840,859990
2008,Tb927.11.5040,-0.086315081,20.57749854,1.610502345,"leucine-rich repeat protein (LRRP), putative",1502500,1519200,1533600,1473200,2103900,2104400,2240900,2223600
2009,Tb927.11.5050,0.215580705,19.36767193,5.217746432,"fumarate hydratase, class I",704500,724450,772150,735170,820940,864930,891390,847870
2010,Tb927.11.5060,0.046439006,14.82827542,0.159955891,Mitoribosomal SSU assembly factor 1,22841,25901,30923,30729,36571,36724,39952,31018
2011,Tb927.11.5070,0.166007693,17.77855949,2.791984803,"GPI ethanolamine phosphate transferase 3, putative",231830,226390,235860,235520,287470,275380,280010,279520
2012,Tb927.11.510,0.003683053,20.97762825,0.024393773,"RNA-binding protein, UBP2",1883400,2051700,1986600,2030700,2575100,2612300,2897100,2666200
2013,Tb927.11.5100,-0.145507192,14.64021849,1.094061972,"hypothetical protein, conserved",19355,24181,24876,23909,32538,31544,36085,37886
2014,Tb927.11.5110,0.22813241,16.69542168,1.998314797,"hypothetical protein, conserved",99544,99595,110950,101730,122860,115700,118670,118670
2015,Tb927.11.5120,0.371238364,15.2150018,2.64440541,"TPR repeat/SET domain containing protein, putative",33111,38864,49470,42812,37150,44514,42852,46268
2016,Tb927.11.5140,-0.052747931,18.60913205,0.484334357,"ubiquitin carboxyl-terminal hydrolase, putative",333600,398010,420870,386880,508910,552180,564270,531430
2017,Tb927.11.5150,0.102685423,17.4222228,0.739888081,"hypothetical protein, conserved",172090,168210,180550,168720,215030,197670,237820,220970
2018,Tb927.11.5180,0.168072548,20.18474873,2.247056286,"hypothetical protein, conserved",1253200,1241600,1396000,1248400,1468100,1576700,1633200,1515700
2019,Tb927.11.5190,-0.057793604,19.50332703,1.007887538,"leucine-rich repeat protein (LRRP), putative",675650,740300,714720,681140,943830,1007300,1062500,952810
2021,Tb927.11.5220,0.258376222,19.11481315,4.05887634,"chaperone protein DnaJ, putative",566860,618000,649100,591580,595850,708030,768650,682420
2022,Tb927.11.5230,0.049909584,19.51021196,0.677371875,"hypothetical protein, conserved",743350,728300,747640,707010,904510,956620,999770,969990
2023,Tb927.11.5250,0.012219693,17.50985198,0.07811074,"hypothetical protein, conserved",169190,173000,195370,187660,258330,225810,254200,235580
2024,Tb927.11.5260,0.00203108,17.54676368,0.0122817,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein, putative",171640,184840,196310,188620,226850,246230,279390,252060
2025,Tb927.11.5270,-0.066494409,16.99129691,0.698479477,"ubiquitin carboxyl-terminal hydrolase, putative",114250,133030,123600,117580,165090,169170,171720,186490
2026,Tb927.11.5290,0.049963035,19.87602274,0.403550542,mitochondrial carrier protein,943060,1022000,1027500,978680,1272600,1246600,1362700,1314400
2027,Tb927.11.530,-0.117032059,17.04639013,0.721442155,"RNA-binding protein, putative",134060,133740,155480,125740,192180,203010,206200,202960
2028,Tb927.11.5300,0.110818071,20.18315089,2.072108464,"Kinesin-13 3, putative",1207000,1256800,1250400,1185100,1483000,1560400,1586200,1516700
2029,Tb927.11.5360,-0.025389632,15.05414543,0.077848968,"aldo/keto reductase, putative",36860,29475,33801,37657,36546,50084,57237,47691
2030,Tb927.11.5370,-0.049792167,17.93133115,0.414633328,"hypothetical protein, conserved",250100,236710,248040,220240,317150,323910,352780,344990
2031,Tb927.11.5390,-0.164805852,16.98480355,1.128560339,"mitochondrial import inner membrane translocase subunit, putative",116340,106260,129950,118370,176600,160090,199580,179220
2032,Tb927.11.540,0.286853234,16.63173549,3.005750298,"ABC transporter, mitochondrial, putative",105160,117300,119360,107500,112130,125880,127410,133790
2033,Tb927.11.5400,-0.000961465,21.27592771,0.011201954,signal recognition particle 54 kDa,2354800,2509300,2497500,2463200,3280000,3324200,3377800,3332500
2034,Tb927.11.5410,0.70364877,18.185243,9.545092542,SUMO-interacting motif-containing protein,344410,369370,364410,341900,285420,277370,316500,302780
2035,Tb927.11.5420,0.074066784,16.79157797,0.494177638,"hypothetical protein, conserved",113440,116900,115530,98405,134530,134850,139470,163400
2036,Tb927.11.5430,0.148035283,16.9048979,1.015764571,"DNA repair and recombination protein RAD54, putative",112520,130420,145100,124880,155410,159360,155790,153950
2037,Tb927.11.5440,-0.126560038,21.21209413,2.254330074,"NADP-dependent malic enzyme, cytosolic",2419000,2477500,2354100,2273700,3447000,3419000,3719000,3500500
2038,Tb927.11.5450,-0.0269951,21.23027956,0.395760663,malic enzyme,2393500,2492800,2453300,2388600,3343900,3311300,3406700,3363800
2039,Tb927.11.5480,-0.061002535,16.92285601,0.286294186,"phosphotransferase, putative",104250,113110,118790,118350,161650,148140,179830,153520
2040,Tb927.11.550,0.054785176,22.6355042,0.689082581,"Suppressor of clathrin deficiency 6, putative",6246100,6601700,7126500,6548800,8328100,8743400,8397000,9105000
2041,Tb927.11.5510,0.02655775,20.14298582,0.183638778,"dynein light chain p28, axonemal, putative",1090300,1063100,1242400,1098800,1430000,1465700,1630600,1448400
2042,Tb927.11.5520,0.07716753,22.96810988,0.556083526,triosephosphate isomerase,8187000,8216600,9468300,7841800,10405000,10113000,12287000,10503000
2043,Tb927.11.5550,0.068032735,15.67665552,0.305408512,DNA polymerase theta,49004,59268,52403,52242,64858,71011,75834,63482
2044,Tb927.11.5560,0.120369048,12.36145146,0.353306809,"hypothetical protein, conserved",4464.1,4499.5,6254.1,6441.5,5467.2,6343,7659,7348.1
2045,Tb927.11.5590,0.05585539,16.87633573,0.360018295,Anaphase-promoting complex-associated protein AP1,122590,117880,105800,120930,145240,145980,163740,153610
2046,Tb927.11.560,-0.05776252,16.3394842,0.568968054,"hypothetical protein, conserved",73715,84602,85323,76774,115350,110590,113090,111920
2047,Tb927.11.5600,0.277834777,15.26006096,2.61459358,Archaic Translocase of outer membrane 14 kDa subunit,35110,41775,40646,38683,40691,47725,44633,41470
2048,Tb927.11.5610,-0.127698232,13.62810273,0.269214374,"Rab-GTPase-TBC domain containing protein, putative",8134.4,15663,11291,13002,18110,20285,18209,13416
2049,Tb927.11.5620,-0.283747131,11.69414152,0.630921598,SUMO-interacting motif-containing protein,2402.1,4429.5,3336.3,2302.2,5648.8,5328.3,5187.1,3871.2
2050,Tb927.11.5630,0.018326522,15.7519839,0.131759903,"hypothetical protein, conserved",52078,55381,58362,60174,74056,74535,76279,76994
2051,Tb927.11.5640,0.061349464,14.97661192,0.370063376,"hypothetical protein, conserved",30133,31410,32265,32150,42894,42620,38916,39202
2052,Tb927.11.5650,-0.044177955,19.0645984,0.370168935,"replication factor C, subunit 1, putative",496910,517590,542510,553240,724140,725480,801270,697990
2053,Tb927.11.5680,-0.062200997,20.71529746,0.938212525,"dynein light chain 1, axonemal",1594400,1648200,1660700,1524800,2105000,2306200,2341700,2342200
2054,Tb927.11.5690,-0.198564049,16.63407224,1.790534389,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related, putative",90889,89360,91689,92272,141020,123660,155150,148310
2055,Tb927.11.5700,0.077290263,16.56816555,0.843537317,"hypothetical protein, conserved",89131,97502,100540,93843,119850,111630,138300,120440
2056,Tb927.11.5710,-0.020774024,12.63572757,0.04734681,"chaperone protein DnaJ, putative",5591.8,5202.9,7007.4,6194.1,7321.5,8886.5,6975.8,9924.7
2057,Tb927.11.5730,-0.079670294,16.13659094,0.656534159,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative",63423,65326,73459,66380,97962,91455,97602,97033
2058,Tb927.11.5740,-0.06287399,15.34036244,0.266538441,formin-like protein,44416,36699,31560,38332,52501,48430,58962,52728
2059,Tb927.11.5750,-0.064080494,17.93424807,0.857872866,SUMO-interacting motif-containing protein,229150,235970,259450,228040,311100,327450,369870,341510
2060,Tb927.11.5770,-0.208482813,16.18143474,1.320774488,"hypothetical protein, conserved",58341,69351,74489,71314,104200,111460,113730,97671
2061,Tb927.11.5780,0.178179041,16.09601597,2.236905617,"DNA-directed RNA polymerase, mitochondrial",70265,71828,78419,74958,77263,87843,99055,90670
2062,Tb927.11.580,0.115595027,15.05317958,0.515576186,"lipid-like atypical dual specificity phosphatase, putative",29978,34080,35444,39592,39572,49262,36037,49878
